"","idno","cntry","nwspol","netusoft","netustm","polintr","psppsgva","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstsci","happy","inprdsc","gndr","agea"
"329",12017,"BG",60,5,240,2,1,1,10,10,10,10,10,7,7,1,1,42
"330",12023,"BG",60,5,8888,4,1,8,0,0,7,0,0,8,5,1,2,59
"331",12026,"BG",60,5,90,2,2,1,4,7,8,5,4,8,8,2,1,32
"332",12030,"BG",90,5,180,1,3,3,6,7,8,7,6,10,5,2,2,35
"333",12039,"BG",0,5,120,4,8,8,88,8,8,88,88,9,10,2,2,37
"334",12068,"BG",120,5,90,3,3,1,5,5,6,4,5,6,5,1,2,45
"335",12069,"BG",240,1,6666,2,1,1,1,1,3,1,1,4,1,0,1,74
"336",12073,"BG",20,1,6666,4,1,1,7,7,10,7,5,10,3,1,2,60
"337",12078,"BG",60,5,60,3,2,1,2,4,4,4,3,7,9,88,2,40
"338",12088,"BG",30,5,60,3,1,3,3,6,9,4,2,10,5,2,1,59
"339",12090,"BG",30,5,720,3,2,3,2,2,2,2,2,7,9,4,1,49
"340",12091,"BG",30,5,120,3,2,1,3,3,8,2,2,8,10,2,2,31
"341",12092,"BG",60,1,6666,3,1,3,0,0,0,0,0,0,5,1,2,66
"342",12096,"BG",60,3,6666,2,2,1,2,2,5,1,2,5,8,1,1,35
"343",12116,"BG",180,1,6666,1,1,5,0,0,4,0,0,10,2,1,1,75
"344",12118,"BG",60,5,120,3,1,1,10,0,0,10,10,10,10,1,2,53
"345",12123,"BG",120,4,30,3,4,1,0,0,0,0,0,5,5,1,1,69
"346",12125,"BG",120,5,360,2,2,1,4,3,2,3,4,8,4,2,1,75
"347",12136,"BG",15,5,540,3,1,3,0,0,0,0,0,5,7,2,1,39
"348",12137,"BG",60,1,6666,2,1,1,0,0,8,0,0,5,2,1,1,81
"349",12155,"BG",60,5,150,3,4,8,88,5,6,3,3,7,7,1,2,51
"350",12157,"BG",120,5,120,2,3,5,0,0,8,4,3,7,10,1,1,67
"351",12163,"BG",0,5,120,4,1,1,1,2,3,2,3,7,7,3,2,39
"352",12173,"BG",210,5,240,1,2,2,10,10,10,0,0,10,10,1,2,29
"353",12174,"BG",8888,2,6666,2,1,1,0,0,0,0,0,0,3,88,1,71
"354",12176,"BG",30,5,60,4,2,3,3,4,6,1,2,9,7,2,2,54
"355",12180,"BG",180,1,6666,1,1,5,7,7,10,5,7,10,8,1,1,87
"356",12185,"BG",60,1,6666,4,1,1,0,0,0,0,0,7,10,2,1,50
"357",12194,"BG",0,5,180,4,3,1,4,4,6,3,4,7,5,2,2,47
"358",12200,"BG",8888,5,120,3,1,1,4,3,5,2,3,9,8,3,2,67
"359",12201,"BG",90,1,6666,3,3,1,1,0,0,0,0,7,3,2,2,73
"360",12214,"BG",10,5,210,4,1,1,1,5,0,3,1,9,9,2,1,40
"361",12216,"BG",120,1,6666,2,1,4,5,5,5,5,5,10,6,1,2,74
"362",12221,"BG",30,5,90,3,1,5,8,1,3,6,6,6,5,4,1,63
"363",12231,"BG",0,1,6666,4,1,1,5,5,5,1,1,9,0,2,2,76
"364",12232,"BG",60,1,6666,4,1,1,0,0,0,0,0,3,3,1,2,76
"365",12246,"BG",30,5,40,2,2,8,5,4,7,5,5,8,8,3,1,39
"366",12250,"BG",270,5,150,2,3,2,6,6,6,6,5,7,5,0,1,42
"367",12254,"BG",8888,1,6666,4,1,8,88,7,10,6,5,8,10,1,2,87
"368",12256,"BG",10,5,20,4,3,1,0,0,0,0,0,4,6,1,2,51
"369",12259,"BG",90,5,30,2,1,2,6,2,6,5,3,10,8,3,2,40
"370",12262,"BG",40,5,600,3,2,1,0,0,2,0,0,3,8,3,1,52
"371",12279,"BG",90,1,6666,2,5,2,2,3,5,3,2,7,3,1,1,75
"372",12280,"BG",0,3,6666,4,1,1,0,5,5,0,0,5,6,4,2,57
"373",12284,"BG",30,1,6666,4,1,7,2,7,8,0,0,7,5,1,1,51
"374",12286,"BG",30,5,360,3,2,1,2,6,5,1,1,5,6,3,1,19
"375",12291,"BG",20,1,6666,4,1,1,0,0,0,0,0,88,4,2,1,70
"376",12306,"BG",45,5,180,3,4,3,2,2,4,4,2,5,8,2,2,47
"377",12320,"BG",90,1,6666,3,1,8,3,3,5,3,88,7,6,1,1,72
"378",12333,"BG",120,1,6666,2,2,1,0,0,0,0,0,7,8,1,1,69
"379",12337,"BG",45,4,50,3,4,3,3,2,7,4,4,7,7,0,1,46
"380",12355,"BG",30,5,60,3,1,3,0,0,1,0,0,8,7,1,2,63
"381",12356,"BG",90,1,6666,2,1,1,3,6,6,0,0,5,8,2,2,75
"382",12362,"BG",180,1,6666,2,3,1,0,0,3,0,0,7,5,2,2,68
"383",12364,"BG",120,1,6666,4,3,1,6,1,5,0,3,8,6,2,2,72
"384",12371,"BG",120,4,300,2,2,3,2,1,5,2,2,7,8,1,1,79
"385",12380,"BG",45,2,6666,4,3,1,3,5,4,3,3,5,4,2,2,56
"386",12382,"BG",30,5,180,2,3,5,3,2,3,1,1,8,5,2,1,37
"387",12385,"BG",120,1,6666,2,8,1,1,4,7,3,3,8,7,3,2,76
"388",12386,"BG",60,5,60,4,1,5,5,7,9,3,2,8,10,3,2,51
"389",12388,"BG",150,4,120,2,3,3,7,8,9,7,6,8,7,6,1,57
"390",12394,"BG",30,2,6666,3,1,3,5,5,6,6,5,7,7,1,1,66
"391",12412,"BG",60,1,6666,3,2,1,6,9,10,5,5,10,5,3,2,78
"392",12423,"BG",120,5,270,3,1,2,3,4,3,3,3,9,10,3,2,67
"393",12430,"BG",0,3,6666,4,1,1,88,0,5,0,0,8,6,2,2,18
"394",12438,"BG",120,1,6666,2,1,4,0,2,5,0,0,10,6,1,2,81
"395",12441,"BG",10,5,270,4,3,1,5,5,3,3,3,6,10,2,2,39
"396",12453,"BG",90,5,210,3,1,2,0,0,7,0,0,8,6,1,1,50
"397",12459,"BG",8888,5,410,4,1,3,1,1,1,0,0,6,7,3,2,31
"398",12464,"BG",120,5,120,1,5,5,10,10,10,10,10,10,10,1,2,45
"399",12473,"BG",60,5,60,2,2,2,0,1,1,2,6,8,8,1,2,67
"400",12488,"BG",60,5,180,2,3,1,5,5,6,3,3,5,7,1,2,52
"401",12490,"BG",30,5,110,2,4,3,3,6,7,4,5,8,7,2,1,48
"402",12492,"BG",30,5,120,3,1,1,0,5,5,0,0,7,10,1,1,27
"403",12493,"BG",90,1,6666,3,1,3,8,10,10,5,6,10,6,0,2,85
"404",12503,"BG",120,5,240,2,3,4,6,7,7,7,6,8,0,1,1,16
"405",12508,"BG",120,5,300,4,2,1,0,0,4,3,0,7,4,2,2,51
"406",12517,"BG",60,1,6666,2,3,2,5,5,6,5,5,6,8,0,1,73
"407",12518,"BG",120,1,6666,2,3,3,4,2,3,2,0,4,5,1,1,76
"408",12519,"BG",60,5,210,2,3,2,0,4,3,0,0,6,5,1,1,39
"409",12524,"BG",40,5,300,2,5,1,0,0,1,1,2,4,5,1,2,40
"410",12528,"BG",180,1,6666,2,2,1,0,0,5,0,0,7,8,1,2,64
"411",12536,"BG",150,1,6666,3,1,1,0,0,5,4,7,10,4,0,2,87
"412",12546,"BG",60,5,180,2,3,1,5,1,9,1,3,10,10,1,1,47
"413",12556,"BG",60,3,6666,1,4,3,3,3,3,3,3,3,8,3,1,58
"414",12557,"BG",0,1,6666,3,3,2,2,2,2,2,2,6,0,0,2,67
"415",12563,"BG",120,5,510,2,1,1,0,0,3,0,0,5,8,3,2,61
"416",12565,"BG",180,2,6666,2,1,1,2,3,3,3,3,2,8,0,1,78
"417",12570,"BG",0,5,60,4,1,1,0,0,10,0,0,10,10,3,2,36
"418",12571,"BG",60,1,6666,2,1,1,0,0,7,0,0,8,8,0,1,68
"419",12573,"BG",70,4,90,2,2,1,3,3,5,2,3,5,9,2,2,62
"420",12580,"BG",90,1,6666,2,1,2,2,4,5,0,1,9,4,2,2,88
"421",12588,"BG",120,2,6666,3,2,1,3,4,4,2,2,5,4,1,1,61
"422",12589,"BG",40,5,8888,3,2,2,7,8,6,5,5,7,8,3,1,35
"423",12591,"BG",395,4,8888,2,3,1,3,3,3,88,3,5,5,2,2,49
"424",12604,"BG",60,5,150,1,5,5,0,0,9,2,5,10,8,2,1,52
"425",12624,"BG",120,5,150,4,3,1,5,7,10,1,3,10,7,3,1,18
"426",12626,"BG",0,5,150,2,3,2,0,5,4,4,3,5,10,1,2,31
"427",12627,"BG",30,5,180,4,1,1,5,5,5,88,5,8,9,1,2,15
"428",12633,"BG",30,1,6666,4,1,1,2,2,7,2,2,9,8,2,2,57
"429",12634,"BG",10,5,120,3,2,1,0,0,0,0,0,9,6,2,1,40
"430",12657,"BG",90,5,60,2,1,1,3,2,2,2,2,3,7,0,2,52
"431",12669,"BG",90,1,6666,4,2,1,1,1,7,1,1,7,6,0,1,77
"432",12673,"BG",180,1,6666,1,3,1,10,10,10,10,10,10,9,6,1,72
"433",12678,"BG",0,5,90,3,1,1,0,0,3,0,0,10,9,1,1,37
"434",12705,"BG",10,5,120,4,1,1,6,6,4,5,4,3,3,0,1,21
"435",12712,"BG",60,5,60,3,1,1,0,0,0,0,1,2,4,2,2,69
"436",12715,"BG",20,5,600,2,4,3,6,6,7,6,6,8,8,2,1,25
"437",12719,"BG",30,5,60,3,4,2,5,5,6,5,5,6,6,0,2,56
"438",12722,"BG",85,4,75,3,3,1,2,2,2,3,3,4,3,2,1,55
"439",12725,"BG",120,5,240,3,2,1,2,3,5,2,1,8,7,3,1,17
"440",12734,"BG",30,5,120,3,1,1,0,0,0,0,0,0,10,0,2,51
"441",12737,"BG",240,1,6666,2,1,3,8,8,8,8,8,8,5,1,1,80
"442",12738,"BG",120,1,6666,4,4,2,0,0,0,0,0,5,5,0,1,76
"443",12741,"BG",0,1,6666,4,1,1,0,0,0,0,0,5,5,4,2,59
"444",12743,"BG",8888,5,8888,4,1,1,0,0,10,0,0,10,10,1,2,50
"445",12749,"BG",240,1,6666,2,1,1,0,0,0,0,1,6,5,6,1,61
"446",12756,"BG",0,1,6666,3,2,3,2,2,8,3,8,4,1,1,2,63
"447",12757,"BG",30,1,6666,4,1,1,1,3,5,0,3,5,7,2,2,69
"448",12768,"BG",90,5,150,2,1,2,0,0,0,0,0,1,10,1,2,56
"449",12781,"BG",60,9,9999,2,2,2,3,3,3,2,2,7,6,0,1,57
"450",12782,"BG",60,5,300,3,1,1,4,7,7,3,1,10,8,3,1,19
"451",12788,"BG",20,3,6666,3,1,1,0,0,6,0,0,8,8,2,1,68
"452",12789,"BG",325,4,325,3,3,3,7,2,2,2,2,5,2,1,1,45
"453",12792,"BG",30,4,60,3,1,1,0,0,0,0,0,5,6,2,1,46
"454",12794,"BG",15,5,90,4,1,1,3,5,6,0,0,3,7,2,2,48
"455",12795,"BG",30,5,60,2,2,2,0,2,4,3,3,6,9,88,1,21
"456",12803,"BG",30,5,120,3,1,3,4,6,8,4,3,8,5,1,1,52
"457",12819,"BG",90,4,30,2,4,2,2,1,7,4,2,7,7,3,1,49
"458",12824,"BG",80,1,6666,2,1,1,1,1,1,2,2,2,5,4,1,79
"459",12845,"BG",30,5,120,4,4,1,4,4,6,4,3,10,7,2,2,55
"460",12846,"BG",330,5,330,3,2,3,2,6,9,10,4,5,6,1,1,54
"461",12850,"BG",60,2,6666,2,2,1,4,4,7,4,5,9,5,2,1,60
"462",12854,"BG",60,5,150,3,1,1,4,2,7,4,4,9,8,3,2,30
"463",12863,"BG",40,5,180,8,2,3,6,7,8,5,5,4,8,2,1,42
"464",12865,"BG",90,5,150,2,1,1,10,7,7,7,8,10,8,2,2,66
"465",12868,"BG",30,5,60,4,1,1,0,0,1,0,0,3,3,1,1,48
"466",12883,"BG",90,5,180,3,3,3,3,6,8,4,4,5,10,0,2,39
"467",12887,"BG",0,4,60,4,3,3,0,0,1,1,1,9,7,1,2,43
"468",12891,"BG",240,1,6666,1,1,1,6,6,8,7,6,10,7,3,1,67
"469",12893,"BG",120,4,90,2,2,3,3,3,4,3,5,7,6,4,2,52
"470",12899,"BG",0,5,630,4,1,1,0,3,6,7,1,3,1,4,1,25
"471",12900,"BG",60,1,6666,3,1,1,1,5,5,3,2,7,5,1,2,73
"472",12901,"BG",60,5,180,3,1,1,0,0,2,0,0,6,3,0,1,47
"473",12910,"BG",15,5,720,4,1,5,0,2,5,0,0,2,8,4,1,21
"474",12914,"BG",0,1,6666,4,1,1,1,1,8,0,0,10,4,2,2,79
"475",12915,"BG",0,5,180,4,1,8,0,0,4,2,3,0,10,0,2,50
"476",12918,"BG",60,5,300,2,1,1,0,10,10,0,0,10,7,4,2,52
"477",12920,"BG",0,5,80,2,4,1,0,0,5,1,1,5,5,2,1,58
"478",12924,"BG",120,1,6666,3,1,5,3,7,8,3,3,9,5,1,2,79
"479",12925,"BG",0,4,8888,4,8,8,0,0,0,0,0,0,3,1,1,22
"480",12930,"BG",60,5,180,2,1,1,6,6,7,4,4,6,7,1,2,67
"481",12934,"BG",90,5,90,2,3,2,0,5,6,0,0,9,8,2,2,77
"482",12939,"BG",150,4,80,2,3,3,2,3,7,0,0,8,7,1,1,56
"483",12946,"BG",90,4,60,2,3,2,4,7,9,3,3,8,8,4,2,46
"484",12948,"BG",0,3,6666,2,3,3,0,0,0,0,0,2,5,4,1,49
"485",12953,"BG",150,1,6666,4,1,1,0,0,0,0,0,0,0,4,1,77
"486",12963,"BG",120,5,240,2,3,1,2,2,5,1,2,7,7,1,1,41
"487",12971,"BG",45,5,90,1,3,3,6,1,5,5,7,7,4,1,2,73
"488",12987,"BG",120,5,240,2,2,1,0,2,4,2,2,6,7,3,1,38
"489",12989,"BG",0,5,8888,2,1,1,1,0,1,1,1,4,0,0,2,59
"490",13007,"BG",210,1,6666,4,1,1,0,0,0,0,0,7,9,1,1,69
"491",13012,"BG",150,1,6666,1,3,1,5,5,5,5,5,10,1,0,1,89
"492",13017,"BG",120,1,6666,2,2,2,5,3,7,5,3,7,7,2,1,68
"493",13019,"BG",10,1,6666,4,1,4,0,0,7,0,0,0,0,0,2,60
"494",13029,"BG",120,5,180,2,2,3,2,5,6,1,1,7,7,3,1,25
"495",13030,"BG",120,1,6666,4,1,8,3,7,8,0,0,10,7,88,1,76
"496",13037,"BG",0,4,90,3,3,1,5,8,9,2,1,10,10,2,1,44
"497",13039,"BG",240,1,6666,2,2,1,4,7,5,3,3,7,3,4,2,64
"498",13047,"BG",0,5,150,3,3,1,0,0,3,0,0,5,8,0,2,30
"499",13054,"BG",60,1,6666,3,1,1,0,0,0,0,0,6,3,1,2,76
"500",13066,"BG",60,5,60,1,4,3,4,3,4,6,6,5,6,2,1,61
"501",13068,"BG",120,5,60,2,1,2,0,0,0,0,0,3,10,1,2,50
"502",13082,"BG",60,5,180,3,1,1,0,6,6,0,0,7,10,4,2,32
"503",13089,"BG",300,5,360,1,3,2,3,0,6,3,3,5,8,1,1,51
"504",13104,"BG",120,5,30,3,5,5,4,6,8,5,5,10,9,3,1,61
"505",13108,"BG",120,1,6666,3,4,8,0,3,6,0,3,6,5,0,2,59
"506",13123,"BG",60,1,6666,2,1,4,0,5,5,0,0,6,8,3,2,87
"507",13125,"BG",70,1,6666,3,1,2,1,0,0,0,0,4,3,2,2,66
"508",13127,"BG",60,5,180,2,2,2,2,1,5,0,0,8,8,4,1,50
"509",13168,"BG",25,4,40,4,3,2,1,4,3,2,0,4,4,1,2,62
"510",13169,"BG",60,5,180,3,8,1,3,5,6,3,3,6,4,4,1,16
"511",13185,"BG",0,2,6666,4,3,1,0,1,1,1,1,5,1,1,1,70
"512",13186,"BG",60,5,60,2,1,2,5,0,2,1,1,5,3,4,1,62
"513",13187,"BG",240,3,6666,2,1,1,0,0,0,0,0,10,7,6,2,65
"514",13192,"BG",60,5,300,2,1,1,0,0,0,0,0,10,8,6,1,27
"515",13193,"BG",120,1,6666,3,1,1,0,1,1,0,0,7,3,6,2,86
"516",13197,"BG",100,1,6666,4,2,1,2,2,2,2,2,9,8,1,1,76
"517",13215,"BG",30,5,390,2,4,1,1,1,8,1,5,7,10,5,2,60
"518",13217,"BG",150,5,180,2,2,2,6,3,4,5,5,8,6,2,2,52
"519",13226,"BG",270,3,6666,1,1,2,2,0,4,2,2,8,4,3,2,74
"520",13227,"BG",80,5,210,3,1,1,6,2,7,3,2,10,6,3,1,48
"521",13228,"BG",270,1,6666,2,3,2,4,4,8,3,5,8,3,3,1,62
"522",13232,"BG",120,5,300,2,3,2,1,0,1,1,1,3,6,4,2,32
"523",13252,"BG",30,5,60,3,1,1,3,6,6,0,0,7,8,2,2,40
"524",13258,"BG",0,5,8888,4,1,2,0,0,0,0,0,3,9,2,1,15
"525",13260,"BG",120,1,6666,1,2,7,0,5,9,0,0,4,9,2,1,999
"526",13268,"BG",90,1,6666,2,1,1,2,0,1,3,3,10,5,0,1,64
"527",13272,"BG",90,5,180,2,4,2,5,6,10,0,3,6,7,3,1,31
"528",13282,"BG",120,5,210,1,1,1,0,1,2,0,0,2,6,3,1,39
"529",13288,"BG",60,4,120,3,3,2,2,5,7,3,2,8,8,3,2,22
"530",13298,"BG",60,5,120,3,1,1,2,5,10,5,4,8,7,3,2,46
"531",13303,"BG",60,4,120,4,1,1,3,6,6,5,3,7,5,2,1,17
"532",13325,"BG",60,5,180,3,1,1,1,5,8,2,3,8,7,3,2,28
"533",13329,"BG",30,5,120,3,3,2,1,0,2,2,0,8,9,2,1,45
"534",13330,"BG",30,5,120,3,3,3,6,7,9,4,5,2,8,3,2,51
"535",13331,"BG",130,1,6666,3,3,1,10,10,10,10,10,10,8,1,2,82
"536",13332,"BG",50,5,30,4,1,1,1,3,3,0,0,2,7,2,2,26
"537",13334,"BG",300,5,60,1,3,2,5,5,10,5,5,10,5,1,1,60
"538",13337,"BG",60,5,120,3,3,5,10,8,10,7,8,10,10,2,2,26
"539",13338,"BG",150,5,180,2,2,2,3,2,4,3,3,3,8,1,2,55
"540",13340,"BG",240,1,6666,2,1,1,88,0,0,0,0,7,3,1,1,74
"541",13352,"BG",120,1,6666,2,2,1,4,1,1,1,2,5,6,2,1,59
"542",13371,"BG",90,5,70,2,3,1,1,0,2,1,1,3,4,0,2,49
"543",13377,"BG",60,5,720,2,1,1,1,1,1,0,0,4,7,3,2,43
"544",13381,"BG",20,1,6666,4,1,1,1,4,6,0,1,7,2,2,2,63
"545",13384,"BG",180,1,6666,3,8,8,0,88,88,2,3,88,5,2,2,85
"546",13405,"BG",20,5,300,3,3,1,1,0,0,0,0,5,7,4,2,34
"547",13406,"BG",120,5,180,2,1,1,0,5,6,1,1,7,6,4,1,40
"548",13408,"BG",120,1,6666,2,1,1,0,0,5,0,0,5,4,0,2,80
"549",13426,"BG",90,4,30,2,5,1,0,0,3,1,0,5,7,2,1,70
"550",13427,"BG",330,1,6666,2,2,1,1,4,4,2,0,8,7,1,2,79
"551",13432,"BG",60,1,6666,4,2,2,0,0,0,0,0,4,1,0,2,86
"552",13437,"BG",210,1,6666,3,1,1,4,2,8,2,2,8,7,2,1,67
"553",13441,"BG",60,5,90,2,3,2,3,2,5,3,3,6,5,1,1,43
"554",13443,"BG",60,1,6666,4,3,1,8,88,9,5,5,9,8,0,2,78
"555",13455,"BG",150,2,6666,3,3,2,4,2,4,4,5,7,5,2,2,54
"556",13459,"BG",60,4,180,4,3,2,5,2,5,2,2,4,7,2,2,70
"557",13466,"BG",30,5,150,3,2,2,1,4,8,3,4,8,7,4,2,27
"558",13477,"BG",360,1,6666,1,4,8,2,5,9,6,6,10,9,4,1,79
"559",13484,"BG",0,4,180,4,1,1,0,0,0,0,0,5,9,1,2,67
"560",13500,"BG",210,5,150,1,1,1,0,0,0,0,0,6,7,0,1,71
"561",13502,"BG",30,5,60,2,2,1,0,0,0,0,0,10,10,4,1,46
"562",13508,"BG",150,3,6666,2,4,1,8,2,0,6,6,7,6,0,1,70
"563",13510,"BG",60,4,150,3,3,1,0,0,3,0,0,5,5,1,2,51
"564",13513,"BG",30,5,90,4,1,1,0,1,0,0,0,5,7,0,1,37
"565",13535,"BG",30,1,6666,1,3,3,0,4,2,1,1,9,8,2,1,83
"566",13552,"BG",30,5,50,2,2,3,0,3,5,1,4,8,7,1,1,71
"567",13572,"BG",90,4,390,3,3,1,2,2,3,4,2,5,3,2,1,44
"568",13582,"BG",60,1,6666,4,2,1,5,1,0,0,0,88,1,2,2,60
"569",13586,"BG",210,1,6666,3,1,1,0,0,6,0,0,5,4,1,2,77
"570",13589,"BG",30,1,6666,1,4,4,1,0,5,0,0,10,8,3,1,73
"571",13590,"BG",90,5,180,3,3,3,2,2,3,1,2,5,7,1,1,33
"572",13592,"BG",0,5,150,2,2,2,0,0,0,0,0,4,5,1,2,58
"573",13602,"BG",30,5,210,3,2,1,6,4,10,4,5,10,8,2,2,58
"574",13605,"BG",60,1,6666,2,2,2,2,2,1,1,1,4,6,2,2,76
"575",13607,"BG",0,3,6666,4,1,1,2,3,5,2,2,6,6,4,2,62
"576",13619,"BG",120,1,6666,4,1,5,5,7,8,3,4,8,5,0,2,81
"577",13628,"BG",0,5,120,1,5,2,0,2,1,0,0,7,7,4,2,46
"578",13629,"BG",60,5,150,3,1,1,0,3,3,0,0,5,7,3,1,33
"579",13632,"BG",35,5,85,4,1,2,1,3,5,1,0,5,5,3,1,57
"580",13637,"BG",60,5,120,2,3,3,0,0,0,0,0,7,5,2,2,46
"581",13638,"BG",90,5,115,2,2,2,0,1,5,2,4,6,6,2,2,43
"582",13639,"BG",15,5,300,2,4,2,2,4,8,3,4,4,8,1,1,22
"583",13653,"BG",8888,5,240,2,2,3,0,0,5,0,0,5,9,3,2,31
"584",13665,"BG",0,1,6666,4,1,3,0,0,0,0,0,3,9,1,2,22
"585",13666,"BG",60,5,60,2,2,1,2,2,2,2,3,3,1,1,1,69
"586",13667,"BG",180,5,120,2,3,2,2,2,2,2,2,2,7,1,1,76
"587",13675,"BG",30,5,150,3,5,2,3,5,7,4,3,9,7,2,2,30
"588",13688,"BG",60,5,480,3,1,1,2,5,7,2,2,9,9,1,1,70
"589",13689,"BG",180,5,180,2,2,2,4,6,7,3,4,8,7,3,1,65
"590",13691,"BG",60,3,6666,1,2,2,10,1,5,6,6,10,9,1,2,74
"591",13698,"BG",120,4,180,1,1,1,4,6,7,2,3,6,5,4,1,47
"592",13699,"BG",90,5,120,2,2,3,3,3,5,4,4,6,4,2,2,77
"593",13711,"BG",60,5,90,2,1,1,5,7,7,4,3,7,5,1,1,58
"594",13725,"BG",0,2,6666,4,1,1,4,2,7,3,7,7,8,4,2,38
"595",13726,"BG",120,5,180,2,2,1,0,2,2,1,1,6,3,2,1,51
"596",13737,"BG",240,2,6666,2,2,2,6,3,7,0,2,6,4,3,2,57
"597",13749,"BG",10,5,60,3,3,2,3,3,3,3,3,3,6,1,1,23
"598",13752,"BG",60,5,90,3,2,2,0,0,0,0,1,0,5,0,1,51
"599",13757,"BG",20,5,30,4,1,8,5,6,9,5,5,7,8,0,1,36
"600",13763,"BG",25,5,210,4,2,3,2,5,8,3,2,88,8,2,2,48
"601",13777,"BG",120,4,180,2,3,3,2,3,8,3,4,7,3,2,2,75
"602",13793,"BG",30,5,90,3,2,1,2,0,2,2,0,6,9,3,1,20
"603",13795,"BG",60,5,300,2,4,2,2,2,2,0,0,3,7,1,2,49
"604",13796,"BG",120,5,240,3,1,1,0,0,0,0,0,8,8,1,2,61
"605",13802,"BG",0,5,120,4,4,1,0,0,0,0,0,0,10,2,1,38
"606",13804,"BG",110,5,80,2,3,3,4,3,2,3,3,8,6,3,1,44
"607",13809,"BG",60,5,210,4,5,5,6,6,9,6,6,10,10,4,1,19
"608",13815,"BG",480,5,180,4,1,1,0,6,8,0,0,5,7,1,2,67
"609",13824,"BG",10,5,30,4,1,3,0,3,5,0,0,5,5,2,2,36
"610",13840,"BG",120,5,180,3,2,2,3,3,4,2,2,2,8,1,1,38
"611",13848,"BG",130,5,315,2,3,2,5,2,5,3,3,8,5,2,2,67
"612",13849,"BG",120,1,6666,2,4,8,3,4,7,2,3,9,5,1,2,74
"613",13862,"BG",40,5,150,2,3,8,4,5,8,1,4,8,7,1,1,38
"614",13863,"BG",0,5,60,3,4,3,0,0,6,0,0,5,10,0,2,30
"615",13870,"BG",15,5,720,3,1,4,0,0,0,0,0,3,8,3,1,26
"616",13882,"BG",0,5,720,4,2,2,2,0,3,2,0,6,8,2,2,33
"617",13884,"BG",90,4,600,3,3,3,5,6,4,5,6,7,3,2,1,41
"618",13886,"BG",30,5,60,2,2,3,6,2,2,6,7,7,5,0,1,31
"619",13889,"BG",30,5,480,1,1,2,2,5,5,2,2,9,7,6,1,33
"620",13892,"BG",0,5,60,4,1,1,0,0,0,0,0,7,10,1,2,41
"621",13913,"BG",0,5,8888,4,8,8,88,88,88,88,88,88,5,2,2,30
"622",13923,"BG",90,1,6666,3,1,1,3,0,0,0,0,1,5,2,1,74
"623",13939,"BG",60,1,6666,2,2,5,9,8,10,5,10,10,8,2,2,78
"624",13950,"BG",150,5,480,2,5,2,0,1,4,0,0,7,8,2,1,56
"625",13951,"BG",360,1,6666,1,2,1,1,4,5,3,3,6,5,2,1,76
"626",13967,"BG",10,5,180,4,5,1,0,0,0,0,0,2,5,3,2,38
"627",13979,"BG",120,1,6666,2,2,3,6,4,6,5,3,0,5,2,2,58
"628",13992,"BG",300,1,6666,1,2,2,8,8,8,3,3,5,5,88,1,72
"629",13994,"BG",180,5,240,2,2,1,4,4,5,2,2,8,7,3,1,72
"630",14001,"BG",30,4,120,3,2,3,4,4,7,3,3,6,4,3,2,63
"631",14002,"BG",300,1,6666,4,1,1,0,0,4,2,3,6,5,2,1,62
"632",14014,"BG",90,5,60,1,2,2,7,6,8,6,7,9,5,0,1,61
"633",14020,"BG",0,5,420,4,2,1,0,0,4,0,0,10,8,2,1,28
"634",14025,"BG",0,1,6666,4,1,8,88,88,5,0,0,10,10,88,1,66
"635",14032,"BG",90,5,80,3,1,1,1,2,1,2,1,2,6,2,1,38
"636",14036,"BG",60,3,6666,3,1,1,5,5,5,5,3,8,4,3,2,78
"637",14044,"BG",0,5,120,4,1,1,0,0,0,0,0,9,8,0,1,42
"638",14051,"BG",60,5,210,4,1,8,1,4,4,2,2,5,5,4,1,77
"639",14052,"BG",60,1,6666,2,5,3,3,3,8,2,0,6,3,1,2,69
"640",14065,"BG",150,1,6666,2,3,1,5,0,7,3,4,6,0,0,1,66
"641",14072,"BG",0,5,360,3,3,1,2,5,5,3,3,6,9,2,2,19
"642",14078,"BG",20,5,180,4,2,1,0,0,0,0,0,0,8,1,2,32
"643",14083,"BG",330,1,6666,3,2,1,0,0,1,1,1,4,2,2,2,57
"644",14084,"BG",90,4,300,2,2,3,2,0,3,2,2,5,7,1,1,27
"645",14090,"BG",15,5,240,2,1,1,0,0,0,0,5,5,9,88,1,27
"646",14096,"BG",180,1,6666,1,1,1,6,6,8,8,8,10,9,2,1,81
"647",14097,"BG",20,5,150,4,1,1,0,3,4,0,0,8,6,0,1,27
"648",14098,"BG",230,3,6666,4,3,8,0,0,0,0,0,0,4,2,2,64
"649",14102,"BG",180,2,6666,2,3,3,0,0,1,1,1,1,7,2,1,19
"650",14106,"BG",240,5,90,4,2,1,0,0,10,0,0,10,0,1,1,72
"651",14115,"BG",120,4,60,4,4,2,4,0,2,0,0,8,10,2,1,51
"652",14123,"BG",90,5,90,2,2,1,3,5,9,5,4,9,7,3,1,48
"653",14126,"BG",242,1,6666,1,1,1,0,1,5,5,6,8,7,2,2,73
"654",14130,"BG",30,5,240,2,1,1,0,0,4,0,2,8,5,4,1,40
"655",14136,"BG",330,1,6666,1,4,1,0,0,9,0,0,5,6,2,1,71
"656",14148,"BG",60,4,90,2,3,3,3,5,5,4,2,7,7,1,2,58
